編號,車位類別,車位價格,車位面積平方公尺
RPVNMLTLKILFFAI09CA,坡道平面,0,
RPTOMLTJLHMFFAI88CA,坡道平面,720000,30.46
RPQPMLTJLHMFFAI68CA,坡道機械,0,
RPQOMLMLLHMFFAI08CA,坡道機械,0,
RPPNMLMLLHMFFAI87CA,坡道平面,0,
RPVNMLTKNHMFFAI66CA,坡道平面,0,
RPPNMLTKNHMFFAI88EA,坡道平面,0,
RPQPMLLMNHMFFAI38CA,坡道平面,0,
RPVOMLMLNHMFFAI78CA,坡道平面,0,
RPVNMLOLNHMFFAI88CA,坡道平面,0,
RPTOMLKLOHMFFAI48CA,升降機械,0,
RPVNMLPJOHMFFAI88CA,坡道平面,0,
RPQNMLLMNHMFFAI18CA,一樓平面,0,
RPSPMLLMNHMFFAI58CA,坡道平面,0,
