編號,車位類別,車位價格,車位面積平方公尺
RPORMLOKOHMFFAD08CA,坡道平面,0,
RPORMLOKOHMFFAD08CA,坡道平面,0,
RPORMLOKOHMFFAD08CA,坡道平面,0,
RPPRMLOKOHMFFAD18CA,坡道平面,0,
RPPRMLOKOHMFFAD18CA,坡道平面,0,
RPSOMLPKOHMFFAD28CA,坡道平面,0,
RPSOMLPKOHMFFAD28CA,坡道平面,0,
RPRPMLTJOHMFFAD58CA,坡道平面,760000,30.66
RPUPMLTJOHMFFAD88CA,坡道平面,760000,30.66
RPVPMLTJOHMFFAD98CA,坡道平面,760000,30.66
RPOQMLTJOHMFFAD38CA,坡道平面,760000,30.66
RPQRMLTJOHMFFAD68CA,坡道平面,660000,31.89
RPPNMLMLNHMFFAD57CA,坡道平面,0,
RPQNMLOJOHMFFCD97CA,坡道平面,1000000,
RPWNMLNKOHMFFHR87CA,坡道平面,0,34.57
RPUNMLLMNHMFFFR57EA,坡道平面,0,
RPVNMLOLNHMFFBD58DA,一樓平面,0,
RPVNMLQLNHMFFHR08CA,坡道平面,0,
RPPNMLKKOHMFFHR86CA,坡道機械,0,
RPSPMLMLNHMFFHR57CA,坡道機械,0,
RPTOMLOLNHMFFHR77CA,坡道平面,0,
RPPNMLNJOHMFFAR98CA,坡道平面,0,
RPQOMLPLNHMFFCD28CA,坡道平面,0,
RPPOMLOLNHMFFAD87CA,坡道機械,0,
RPRNMLMJOHMFFAD67CA,升降機械,0,
RPTNMLPJOHMFFAD18CA,坡道機械,0,
RPRQMLRJOHMFFAD48CA,坡道平面,0,
RPROMLPLNHMFFBD28CA,坡道平面,0,
RPPQMLTJOHMFFAD48CA,坡道平面,760000,30.66
RPROMLOKOHMFFAD08CA,坡道平面,0,
RPROMLOKOHMFFAD08CA,坡道平面,0,
RPROMLOKOHMFFAD08CA,坡道平面,0,
RPSOMLOKOHMFFAD18CA,坡道平面,0,
RPSOMLOKOHMFFAD18CA,坡道平面,0,
RPSOMLOKOHMFFAD18CA,坡道平面,0,
RPWNMLNKOHMFFAD38CA,坡道平面,0,
RPWNMLNKOHMFFAD38CA,坡道平面,0,
RPXQMLOKOHMFFAD88CA,坡道平面,0,
RPXQMLOKOHMFFAD88CA,坡道平面,0,
RPXQMLOKOHMFFAD88CA,坡道平面,0,
RPXOMLPKOHMFFAD78CA,坡道平面,0,
RPVNMLQKOHMFFAD58CA,坡道平面,0,
RPTOMLQKOHMFFAD48CA,坡道平面,0,
RPSQMLTJOHMFFAD78CA,坡道平面,660000,30.66
RPWPMLSJOHMFFAD98CA,坡道平面,0,
RPTNMLRJOHMFFAD38CA,坡道機械,0,
RPUPMLQLNHMFFAD68CA,坡道機械,0,
RPTNMLOLNHMFFAD18CA,坡道平面,1050000,
RPVNMLOLNHMFFAD38CA,坡道平面,1050000,
RPXOMLOKOHMFFCD88CA,坡道機械,0,
RPOOMLTKOHMFFCD48CA,坡道機械,0,
RPROMLNKOHMFFCD18CA,坡道平面,0,
RPVNMLOJOHMFFCD48CA,坡道平面,0,
RPSNMLMJOHMFFCD97CA,一樓平面,0,
RPTOMLOLNHMFFCD48CA,坡道平面,0,
RPOOMLMJOHMFFFR76CA,坡道平面,0,28.13
RPPNMLOLNHMFFHR27CA,坡道平面,680000,30.25
RPTNMLNJOHMFFER17CA,其他,550000,7.30
RPOOMLNJOHMFFHR07CA,坡道平面,0,
RPSOMLOLNHMFFHR67CA,坡道機械,0,
RPRNMLLMNHMFFAD87DA,坡道平面,0,
RPOPMLPJOHMFFAD97DA,坡道機械,0,
RPPNMLLJOHMFFBD57DA,坡道平面,0,
RPWNMLNJOHMFFHR77CA,坡道平面,0,
RPXNMLNJOHMFFHR87CA,坡道平面,0,
RPQNMLPLNHMFFAR76CA,坡道平面,0,
RPSOMLLJOHMFFCD97CA,坡道平面,0,
RPTPMLNKOHMFFCD48CA,坡道平面,0,
RPROMLOKOHMFFCD28CA,坡道平面,0,
RPTNMLQKOHMFFCD58CA,坡道平面,0,
RPPNMLQKOHMFFCD18CA,坡道機械,0,
RPSNMLQLNHMFFAD28CA,坡道平面,0,
RPUNMLQLNHMFFAD48CA,坡道平面,1000000,
RPVNMLQLNHMFFAD58CA,坡道平面,1300000,
RPPNMLQLNHMFFAD97CA,坡道平面,900000,
RPPNMLQLNHMFFAD97CA,坡道平面,900000,
RPSPMLRJOHMFFAD48CA,坡道機械,0,16.31
RPUPMLRJOHMFFAD68CA,坡道機械,0,16.31
RPXPMLRJOHMFFAD98CA,坡道平面,0,33.42
RPPQMLSJOHMFFAD38CA,坡道平面,0,
RPUNMLMLOHMFFAD18CA,坡道平面,0,
RPUNMLMLOHMFFAD18CA,坡道平面,0,
RPTNMLLJOHMFFBD87CA,坡道平面,0,
RPOQMLSJOHMFFAD28CA,坡道平面,0,
RPXOMLQLNHMFFAD88CA,坡道平面,0,
RPSNMLLMNHMFFAD87CA,坡道平面,0,
RPWOMLLJOHMFFAD18CA,坡道平面,0,
RPPOMLTJOHMFFCD48CA,坡道機械,0,
RPTNMLMKOHMFFCD18CA,坡道平面,0,25.33
RPVNMLMKOHMFFCD38CA,坡道平面,0,25.33
RPXNMLMKOHMFFCD58CA,坡道平面,0,25.33
RPWNMLLJOHMFFFR37CA,坡道平面,0,
RPQNMLPJOHMFFHR37CA,坡道平面,0,
RPRNMLPJOHMFFHR47CA,坡道平面,0,
RPRNMLPJOHMFFHR47CA,坡道平面,0,
RPUOMLLMNHMFFHR67CA,坡道平面,850000,29.89
RPUNMLPJOHMFFER57DA,坡道平面,0,
RPQOMLLJOHMFFHR07CA,坡道平面,0,
RPWNMLPJOHMFFER67CA,坡道平面,0,
RPQOMLMJOHMFFFR96CA,坡道平面,0,28.13
RPROMLMJOHMFFFR07CA,坡道平面,0,28.13
RPPNMLPJOHMFFFR07CA,坡道平面,600000,
RPWNMLLJOHMFFCD28CA,坡道平面,0,
RPPOMLLJOHMFFCD67CA,升降機械,0,
RPUOMLLJOHMFFCD18CA,升降機械,0,
RPQOMLMKOHMFFCD97CA,坡道平面,0,25.33
