編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLKKKIIFFCC27DC,16,114.34,,,,,
RPRNMLKKKIIFFCC27DC,16,114.34,住家用,鋼筋混凝土造,86年6月23日,七層,
RPUNMLQKNHMFFCC68CC,20,102.96,住家用,鋼筋混凝土造,86年7月18日,十三層,
RPPNMLSLNHMFFBC38CC,18,130.32,住家用,鋼筋混凝土造,88年1月14日,十六層,
RPSOMLLMNHMFFBC18CC,21,140.29,住家用,鋼筋混凝土造,85年3月9日,十四層,
RPTNMLLMNHMFFCC28CC,5,195.70,見其他登記事項,鋼筋混凝土造,101年6月15日,十一層,
