鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
新莊區,房地(土地+建物)+車位,新豐段1~30地號,15.42,商,,,1050122,土地1建物1車位1,見其他登記事項,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,164.38,0,0,2,有,無,18930000,115160,坡道平面,26.94,0,,RPPOMLSLLHMFFBF48CB
板橋區,房地(土地+建物)+車位,大觀段151~180地號,24.1,住,,,1031201,土地1建物1車位1,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.84,3,2,2,有,無,15910000,121339,坡道平面,38.67,1450000,,RPUNMLRLMHMFFAF98EB
