鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
左營區,房地(土地+建物)+車位,高雄市左營區新榮街151~180號,19.06,住,,,1060424,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940131,103.06,2,2,1,有,有,有,17000,165,坡道平面,31.28,0,,RPOQMLNLNHMFFEE58CC
大社區,房地(土地+建物),高雄市大社區中山路1~30號,164.0,住,,,1060323,土地1建物1車位0,一層,1,其他,住商用,加強磚造,0670625,106.46,0,1,1,有,無,無,52000,488,,0.0,0,,RPPNMLNLNHMFFIE78CC
大社區,房地(土地+建物),高雄市大社區中山路1~30號,163.0,住,,,1060517,土地1建物1車位0,一層,1,其他,住商用,加強磚造,0671115,106.46,0,1,1,有,無,無,52000,488,,0.0,0,,RPRNMLNLNHMFFIE98CC
大社區,土地,大安段61~90地號,340.0,住,,,1060522,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,26000,76,,0.0,0,,RPVNMLNLNHMFFIE76CC
大社區,房地(土地+建物),高雄市大社區中山路1~30號,187.0,住,,,1060517,土地1建物1車位0,一層,1,其他,住商用,加強磚造,0661110,102.34,0,0,0,無,無,無,52000,508,,0.0,0,,RPPOMLNLNHMFFIE88CC
仁武區,房地(土地+建物),高雄市仁武區仁雄路61~90號,668.01,住,,,1060524,土地3建物1車位0,見其他登記事項,1,店面(店鋪),見其他登記事項,見其他登記事項,1060321,403.85,0,0,0,無,無,無,141400,350,,0.0,0,,RPOQMLOLNHMFFIE09CC
仁武區,房地(土地+建物),高雄市仁武區仁雄路61~90號,582.01,住,,,1060502,土地3建物1車位0,見其他登記事項,1,店面(店鋪),見其他登記事項,見其他登記事項,1060321,351.41,0,0,0,無,無,無,125000,356,,0.0,0,,RPPQMLOLNHMFFIE56CC
前鎮區,建物,高雄市前鎮區鄭和路31~60號,0.0,,,,1060517,土地0建物1車位0,二十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,159.11,3,2,2,有,有,有,21000,132,,0.0,0,含管理費,RPVNMLOLNHMFFCE88CC
鼓山區,建物,高雄市鼓山區文忠路1~30號,0.0,商,,,1060520,土地0建物1車位0,一層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790320,86.51,0,0,0,無,無,無,19250,223,,0.0,0,,RPTNMLOLNHMFFAE48CC
鼓山區,建物,高雄市鼓山區文忠路1~30號,0.0,商,,,1060520,土地0建物1車位0,二層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790320,127.13,0,0,0,無,有,無,19250,151,,0.0,0,,RPUNMLOLNHMFFAE58CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街121~150號,13.24,商,,,1060510,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,126.24,3,2,2,有,無,有,20000,158,坡道平面,21.54,0,,RPPOMLOLNHMFFAE18CC
三民區,建物,高雄市三民區壽昌路91~120號,0.0,商,,,1060517,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851002,36.29,1,1,1,有,有,有,6000,165,,0.0,0,含管理費,RPRNMLOLNHMFFDE58CC
三民區,房地(土地+建物),高雄市三民區灣復街31~60號,109.08,商,,,1060511,土地1建物2車位0,見其他登記事項,7,店面(店鋪),住商用,鋼筋混凝土造,0831012,355.98,0,4,3,有,無,無,24000,67,,0.0,0,,RPTOMLOLNHMFFDE88CC
新興區,建物,高雄市新興區新興路31~60號,0.0,,,,1060510,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306,78.45,2,1,1,有,有,有,22000,280,,0.0,0,含管理費,RPXNMLOLNHMFFBE98CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060520,土地0建物1車位0,十八層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,126.69,3,2,2,有,有,有,14000,111,,0.0,0,,RPSOMLOLNHMFFBE58CC
苓雅區,房地(土地+建物),高雄市苓雅區武廟路91~120號,8.71,商,,,1060522,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,93.01,1,1,1,有,有,有,14700,158,,0.0,0,,RPWOMLOLNHMFFBE98CC
苓雅區,房地(土地+建物),高雄市苓雅區中山二路481~510號,77.62,商,,,1060504,土地1建物1車位0,二層,12,辦公商業大樓,,鋼筋混凝土造,0681116,817.01,0,0,0,無,有,無,40000,49,,0.0,0,,RPRNMLPLNHMFFBE48CC
苓雅區,建物,高雄市苓雅區中正一路181~210號,5.57,,,,1060524,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881223,37.69,2,1,1,有,無,有,12000,318,,0.0,0,,RPUNMLPLNHMFFBE78CC
苓雅區,建物,高雄市苓雅區中正二路1~30號,32.68,,,,1060524,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0790830,295.2,2,1,1,有,無,有,13600,46,,0.0,0,,RPXNMLPLNHMFFBE09CC
前金區,建物,高雄市前金區七賢二路271~300號,0.0,,,,1060516,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,94.68,2,2,1,有,有,有,20000,211,,0.0,0,,RPSNMLPLNHMFFAE48CC
鼓山區,房地(土地+建物),高雄市鼓山區裕誠路2041~2070號,99.85,住,,,1060522,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0940526,285.73,3,2,5,有,無,無,50000,175,,0.0,0,,RPQOMLPLNHMFFAE38CC
鼓山區,房地(土地+建物),高雄市鼓山區南三路61~90號,14.26,住,,,1060516,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921111,81.72,2,1,1,有,有,有,15000,184,,0.0,0,,RPUOMLPLNHMFFAE78CC
前金區,建物,高雄市前金區中華三路91~120號,0.0,商,,,1060501,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040703,107.21000000000001,3,2,1,有,有,有,31000,289,,0.0,0,,RPQPMLPLNHMFFAE48CC
前鎮區,建物,高雄市前鎮區中山二路61~90號,0.0,,,,1060510,土地0建物1車位0,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,222.60999999999999,3,2,2,有,有,有,49000,220,,0.0,0,含管理費,RPTNMLPLNHMFFCE78CC
小港區,房地(土地+建物),高雄市小港區廠邊三路86巷1~30號,26.5,住,,,1060520,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0681221,58.94,3,1,1,有,無,有,8000,136,,0.0,0,,RPXNMLPLNHMFFCE56CC
前鎮區,房地(土地+建物),高雄市前鎮區新光路1~30號,0.97,住,,,1060514,土地1建物1車位0,十四層,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,41.24,1,0,1,有,有,有,9500,230,,0.0,0,,RPQOMLPLNHMFFCE58CC
路竹區,房地(土地+建物),高雄市路竹區國昌路151~180號,104.72,住,,,1060525,土地1建物1車位0,一層,3,店面(店鋪),住家用,鋼筋混凝土造,1001003,51.93,0,0,0,無,無,無,15000,289,,0.0,0,,RPSOMLPLNHMFFJE86CC
前鎮區,建物,高雄市前鎮區瑞隆路194巷1~30號,0.0,商,,,1060523,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690808,61.8,3,2,1,有,無,無,7000,113,,0.0,0,,RPTNMLQLNHMFFCE88CC
左營區,房地(土地+建物),高雄市左營區南屏路271~300號,177.0,住,,,1060525,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0650331,127.39,0,0,0,無,無,無,60000,471,,0.0,0,,RPTOMLQLNHMFFEE56CC
左營區,房地(土地+建物),高雄市左營區明華一路121~150號,7.05,商,,,1060524,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,86.06,2,2,1,有,有,有,16000,186,,0.0,0,租金含管理費1302元,RPQRMLQLNHMFFEE56CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區博愛二路331~360號,12.5,商,,,1060524,土地1建物1車位1,見其它登記事項,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940802,229.72000000000003,0,0,0,無,有,有,105000,457,坡道平面,31.8,0,"第1-3年每月租金10.5萬,第4-5年每月租金11.55萬(皆含稅.管理費)",RPWNMLQLNHMFFAE98CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1921~1950號,23.79,住,,,1060511,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930322,153.29000000000002,3,2,2,有,有,有,25000,163,坡道平面,0.0,0,,RPXNMLQLNHMFFAE09CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路301~330號,21.26,住,,,1060519,土地1建物1車位1,十七層,29,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050120,253.81,4,2,2,有,有,有,64000,252,坡道平面,0.0,0,,RPQOMLQLNHMFFAE48CC
鼓山區,房地(土地+建物),高雄市鼓山區明誠三路631~660號,13.54,商,,,1060519,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931006,130.28,3,2,2,有,有,有,22000,169,,0.0,0,,RPSOMLQLNHMFFAE68CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路91~120號,23.01,商,,,1060522,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,226.2,4,2,2,有,有,有,35000,155,坡道平面,0.0,0,,RPTOMLQLNHMFFAE78CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路241~270號,23.16,商,,,1060502,土地1建物1車位1,十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941230,248.87,3,2,2,有,無,有,39430,158,坡道平面,33.8,0,,RPOPMLQLNHMFFAE38CC
三民區,房地(土地+建物),高雄市三民區正興路121~150號,73.0,商,,,1060526,土地1建物1車位0,全,5,透天厝,,鋼筋混凝土造,0691001,313.95,0,0,0,無,無,無,39000,124,,0.0,0,,RPPOMLQLNHMFFDE68CC
三民區,房地(土地+建物),高雄市三民區熱河一街421~450號,67.0,商,,,1060524,土地1建物1車位0,全,3,透天厝,,加強磚造,0611130,156.63,4,2,3,有,無,無,35000,223,,0.0,0,,RPQOMLQLNHMFFDE78CC
三民區,房地(土地+建物),高雄市三民區博愛一路331~360號,21.66,商,,,1060524,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700106,89.0,3,2,2,有,無,有,11500,129,,0.0,0,,RPUOMLQLNHMFFDE56CC
三民區,房地(土地+建物),高雄市三民區漢口街211~240號,6.59,住,,,1060520,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841209,37.04,1,0,1,有,無,有,6500,175,,0.0,0,,RPWOMLQLNHMFFDE76CC
新興區,房地(土地+建物),高雄市新興區渤海街91~120號,81.0,商,,,1060524,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0680303,260.28,0,0,0,無,無,無,20000,77,,0.0,0,,RPUNMLQLNHMFFBE88CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060525,土地0建物1車位0,三十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,220.11,4,2,3,有,無,有,18000,82,,0.0,0,,RPXNMLQLNHMFFBE56CC
苓雅區,房地(土地+建物),高雄市苓雅區仁愛三街275巷1~30號,64.0,住,,,1060517,土地1建物1車位0,全,2,透天厝,,加強磚造,0620221,79.24,3,2,2,有,無,無,17000,215,,0.0,0,,RPROMLQLNHMFFBE68CC
新興區,房地(土地+建物),高雄市新興區民生一路31~60號,10.79,商,,,1060520,土地1建物1車位0,二十一層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0810915,198.09,0,0,0,無,無,無,25000,126,,0.0,0,,RPXOMLQLNHMFFBE66CC
苓雅區,房地(土地+建物),高雄市苓雅區光明街61~90號,5.19,商,,,1060523,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960508,60.72,1,1,1,有,有,有,15000,247,,0.0,0,,RPOPMLQLNHMFFBE48CC
苓雅區,建物,高雄市苓雅區和平一路271~300號,0.0,商,,,1060526,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0701020,34.63,1,0,1,有,有,有,5000,144,,0.0,0,,RPQNMLRLNHMFFBE58CC
苓雅區,建物,高雄市苓雅區新光路24巷1~30號,0.0,商,,,1060526,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0661110,52.15,1,1,1,有,無,有,5000,96,,0.0,0,,RPRNMLRLNHMFFBE68CC
三民區,房地(土地+建物)+車位,高雄市三民區莊敬路271~300號,29.48,住,,,1060522,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820630,183.05,4,2,2,有,有,有,17000,93,坡道平面,0.0,0,租金含管理費用。,RPWNMLRLNHMFFDE76CC
前金區,建物,高雄市前金區自強三路241~270號,0.0,商,,,1060526,土地0建物1車位0,見其它登記事項,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0771219,205.65,0,0,0,無,有,無,42000,204,,0.0,0,,RPRNMLRLNHMFFAE58CC
左營區,房地(土地+建物),高雄市左營區重建路1~30號,25.74,商,,,1060526,土地1建物1車位0,一層,1,辦公商業大樓,住商用,鋼筋混凝土造,0991228,174.21,0,0,0,無,無,有,30000,172,,0.0,0,,RPQNMLRLNHMFFEE88CC
前鎮區,房地(土地+建物),高雄市前鎮區福祥街10巷61~90號,27.8,住,,,1060527,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790313,148.03,4,2,2,有,無,有,15000,101,,0.0,0,,RPPNMLRLNHMFFCE58CC
左營區,房地(土地+建物),高雄市左營區立文路91~120號,8.67,商,,,1060524,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,141.98,2,2,1,有,有,有,23000,162,,0.0,0,,RPPNMLTLNHMFFEE98CC
左營區,房地(土地+建物),高雄市左營區明華一路151~180號,9.77,商,,,1060520,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,127.97,3,2,2,有,有,有,20000,156,,0.0,0,,RPQNMLTLNHMFFEE09CC
左營區,房地(土地+建物),高雄市左營區保靖街31~60號,6.55,商,,,1060522,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031104,90.07,2,1,1,有,無,有,16500,183,,0.0,0,,RPRNMLTLNHMFFEE56CC
左營區,房地(土地+建物),高雄市左營區安吉街241~270號,7.43,商,,,1060525,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951128,80.34,2,2,1,有,有,有,17000,212,,0.0,0,,RPSNMLTLNHMFFEE66CC
左營區,房地(土地+建物)+車位,高雄市左營區文康路31~60號,20.75,住,,,1060524,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0650727,146.21,3,2,2,有,有,有,28000,192,坡道平面,0.0,0,,RPTNMLTLNHMFFEE76CC
新興區,房地(土地+建物)+車位,高雄市新興區復興一路61~90號,8.96,商,,,1060520,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,138.1,2,2,2,有,有,有,30000,217,坡道平面,0.0,0,,RPRNMLTLNHMFFBE88CC
新興區,房地(土地+建物),高雄市新興區文橫二路151~180號,23.94,商,,,1060526,土地1建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0771216,112.14,0,0,0,無,無,無,88000,785,,0.0,0,,RPTNMLTLNHMFFBE09CC
苓雅區,房地(土地+建物),高雄市苓雅區漢昌街70巷1~30號,31.0,住,,,1060522,土地1建物1車位0,全,3,透天厝,,加強磚造,0600830,85.86,2,1,2,有,無,無,9500,111,,0.0,0,,RPVNMLLMNHMFFBE58CC
苓雅區,房地(土地+建物),高雄市苓雅區永平路1~30號,18.61,住,,,1060522,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0760309,86.52,3,2,2,有,無,有,8500,98,,0.0,0,,RPXNMLLMNHMFFBE78CC
苓雅區,房地(土地+建物),高雄市苓雅區三多二路45巷1~30號,49.0,住,,,1060524,土地1建物1車位0,全,2,透天厝,,加強磚造,0561220,67.14,2,1,2,有,無,有,10000,149,,0.0,0,,RPROMLLMNHMFFBE28CC
三民區,房地(土地+建物)+車位,高雄市三民區博愛一路361~390號,16.55,商,,,1060531,土地1建物2車位1,九層,24,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0790814,366.49,0,0,0,無,有,有,45000,123,坡道平面,0.0,0,,RPPPMLLMNHMFFDE38CC
左營區,房地(土地+建物),高雄市左營區華夏路331~360號,62.43,住,,,1060525,土地1建物1車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,1010615,559.55,0,0,0,無,有,無,100000,179,,0.0,0,,RPOOMLLMNHMFFEE28CC
左營區,房地(土地+建物),高雄市左營區忠言路31~60號,45.36,商,,,1060526,土地1建物1車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,1021106,414.11,0,0,0,無,有,無,110000,266,,0.0,0,,RPVOMLLMNHMFFEE98CC
前鎮區,房地(土地+建物),高雄市前鎮區中華五路1007巷1~30號,23.9,其他,,,1060527,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910619,140.01,3,2,2,有,有,有,16000,114,,0.0,0,,RPTNMLLMNHMFFCE48CC
鳳山區,房地(土地+建物),高雄市鳳山區八德路121~150號,13.02,住,,,1060531,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,加強磚造,0630920,144.02,4,2,2,有,有,有,15000,104,,0.0,0,,RPTOMLLMNHMFFGE98CC
三民區,房地(土地+建物),高雄市三民區同盟三路181~210號,164.25,住,,,1060504,土地1建物1車位0,見其他登記事項,5,店面(店鋪),住商用,鋼筋混凝土造,0930920,303.39,5,2,4,有,無,無,50000,165,,0.0,0,,RPWOMLLMNHMFFDE09DC
前鎮區,房地(土地+建物),高雄市前鎮區瑞發街31~60號,70.0,商,,,1060504,土地1建物1車位0,見其它登記事項,3,店面(店鋪),,鋼筋混凝土造,0640809,176.13,0,0,0,無,無,無,22000,125,,0.0,0,,RPVOMLLMNHMFFCE88DC
