編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLLLOHMFFCA18CC,12,11.33,共有部分,鋼筋混凝土造,93年12月3日,十四層,
RPUNMLLLOHMFFCA18CC,12,2.01,共有部分,鋼筋混凝土造,93年12月3日,十四層,
RPOOMLLLOHMFFCA67CC,10,423.28,見其他登記事項,鋼筋混凝土造,96年6月27日,九層,
RPOOMLLLOHMFFCA67CC,10,57.57,見其他登記事項,鋼筋混凝土造,96年6月27日,九層,
RPOOMLLLOHMFFCA67CC,10,247.11,共有部分,鋼筋混凝土造,96年6月27日,九層,
RPSPMLLLOHMFFCA18CC,22,25.12,住家用,鋼筋混凝土造,84年8月23日,九層,
RPSPMLLLOHMFFCA18CC,22,3.05,共有部分,鋼筋混凝土造,84年8月23日,九層,
RPSPMLLLOHMFFCA18CC,22,2.61,共有部分,鋼筋混凝土造,84年8月23日,九層,
RPSPMLLLOHMFFCA18CC,22,1.16,共有部分,鋼筋混凝土造,84年8月23日,九層,
RPWQMLLLOHMFFCA68CC,2,153.94,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPWQMLLLOHMFFCA68CC,2,60.25,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPWQMLLLOHMFFCA68CC,2,81.66,見其他登記事項,見其他登記事項,104年3月10日,十一層,
RPWNMLLLOHMFFEA58CC,2,106.00,住家用,鋼筋混凝土造,104年8月4日,十四層,
RPWNMLLLOHMFFEA58CC,2,44.77,見其他登記事項,鋼筋混凝土造,104年8月4日,十四層,
RPROMLLLOHMFFEA28DC,51,116.05,住家用,加強磚造,55年9月30日,二層,
RPPNMLMLOHMFFEA97CC,31,105.73,見使用執照,鋼筋混凝土造,75年4月2日,五層,
RPPNMLMLOHMFFEA97CC,31,1.72,住家用,鋼筋混凝土造,75年4月2日,五層,
RPPPMLMLOHMFFDA08CC,,103.67,見使用執照,鋼筋混凝土造,,五層,
RPXNMLNLOHMFFEA88CC,35,38.34,見使用執照,鋼筋混凝土造,71年5月21日,七層,
RPXNMLNLOHMFFEA88CC,35,14.21,共有部分,鋼筋混凝土造,71年5月21日,七層,
RPWOMLNLOHMFFEA88CC,40,133.16,住家用,鋼筋混凝土造,66年9月1日,七層,
RPWOMLNLOHMFFEA88CC,40,14.19,共有部分,鋼筋混凝土造,66年9月1日,七層,
